1337,食費,12月11日,
1240,食費,12月11日,
1112,食費,12月10日,
19222,食費,12月02日,自転車
108,食費,11月30日,
246,食費,11月16日,
1131,食費,11月16日,
492,食費,12月02日,
324,雑費,12月02日,
704,食費,12月05日,
552,食費,12月06日,
600,食費,11月29日,
3000,食費,12月02日,ギフト
258,雑費,12月07日,漫画レンタル
556,食費,12月02日,
489,食費,12月06日,
1026,食費,12月06日,
216,雑費,12月02日,
108,雑費,12月07日,
583,食費,12月07日,
3000,食費,11月25日,ギフト
