100,食費,11月24日,カップ麺
170,食費,11月24日,自販機
100,食費,11月24日,缶コーヒー
3054,電気代,11月16日,
1495,食費,11月9日,
213,食費,11月23日,
254,食費,11月23日,
1690,食費,11月17日,
172,食費,11月14日,
414,食費,11月14日,
196,食費,11月11日,
